year	month	day	dep_time	dep_delay	arr_time	arr_delay	carrier	tailnum	flight	origin	dest	air_time	distance	hour	minute
2013	1	7	1559	-1	1857	-15	DL	N3751B	4	JFK	MCO	135	944	15	59
2013	1	7	1600	0	1842	-33	AA	N3CHAA	565	JFK	DFW	196	1391	16	0
2013	1	7	1600	15	1909	19	DL	N369NW	2377	LGA	MCO	136	950	16	0
2013	1	7	1601	1	1721	-15	UA	N837UA	269	EWR	ORD	117	719	16	1
2013	1	7	1606	-4	1753	-3	EV	N708EV	5486	LGA	PIT	55	335	16	6
2013	1	7	1606	1	1852	-33	9E	N925XJ	3325	JFK	DFW	196	1391	16	6
2013	1	7	1606	11	1737	-12	B6	N183JB	917	JFK	ORD	126	740	16	6
2013	1	7	1607	77	1752	67	EV	N13566	4381	EWR	DTW	89	488	16	7
2013	1	7	1609	60	1832	51	EV	N16561	3817	EWR	JAX	124	820	16	9
2013	1	7	1609	9	1818	-32	DL	N382DA	1331	JFK	DEN	227	1626	16	9
2013	1	7	1609	9	1729	-3	9E	N936XJ	3453	JFK	BOS	35	187	16	9
2013	1	7	1609	-1	1858	-21	DL	N175DN	91	JFK	LAS	314	2248	16	9
2013	1	7	1610	-6	1807	-6	EV	N17196	4092	EWR	DAY	81	533	16	10
2013	1	7	1610	25	1729	26	9E	N8869B	3635	JFK	BWI	36	184	16	10
2013	1	7	1611	-4	1850	19	DL	N318NB	1619	LGA	MSP	157	1020	16	11
2013	1	7	1611	31	1937	28	DL	N351NW	2027	JFK	FLL	154	1069	16	11
2013	1	7	1614	4	1825	25	AA	N439AA	341	LGA	ORD	132	733	16	14
2013	1	7	1616	11	1728	-26	9E	N928XJ	3459	JFK	BNA	113	765	16	16
2013	1	7	1616	16	1933	0	DL	N912DE	161	JFK	MIA	150	1089	16	16
2013	1	7	1616	1	1828	-17	WN	N241WN	161	EWR	DEN	232	1605	16	16
2013	1	7	1616	-4	1755	5	MQ	N3AEMQ	4622	LGA	BNA	109	764	16	16
2013	1	7	1618	-1	1716	-10	EV	N13956	4299	EWR	DCA	40	199	16	18
2013	1	7	1618	-7	1914	19	MQ	N537MQ	4661	LGA	ATL	112	762	16	18
2013	1	7	1619	0	1714	-9	EV	N15973	4271	EWR	ALB	29	143	16	19
2013	1	7	1620	5	1759	-16	9E	N922XJ	3387	JFK	RDU	66	427	16	20
2013	1	7	1623	-2	1900	-54	B6	N807JB	675	JFK	LAX	320	2475	16	23
2013	1	7	1624	14	1729	-3	9E	N833AY	3689	JFK	PHL	28	94	16	24
2013	1	7	1624	-11	1934	-18	B6	N353JB	139	JFK	RSW	166	1074	16	24
2013	1	7	1624	4	1941	-22	US	N509AY	35	JFK	PHX	288	2153	16	24
2013	1	7	1627	-3	1844	6	DL	N364NW	2231	LGA	DTW	86	502	16	27
2013	1	7	1628	-7	1751	-25	UA	N37456	1638	EWR	CLE	61	404	16	28
2013	1	7	1630	-5	1842	-14	EV	N13553	3805	EWR	SAV	111	708	16	30
2013	1	7	1630	-5	1851	-16	EV	N14953	4705	EWR	ATL	116	746	16	30
2013	1	7	1632	-3	1725	-25	B6	N206JB	1176	EWR	BOS	37	200	16	32
2013	1	7	1632	2	1912	-13	UA	N69154	1178	EWR	IAH	200	1400	16	32
2013	1	7	1634	-1	1753	-17	MQ	N510MQ	3695	EWR	ORD	112	719	16	34
2013	1	7	1636	46	2159	69	AA	N628AA	1635	JFK	SJU	197	1598	16	36
2013	1	7	1637	2	2011	10	US	N602AW	656	EWR	PHX	307	2133	16	37
2013	1	7	1638	-2	1937	-18	AA	N578AA	773	LGA	DFW	193	1389	16	38
2013	1	7	1639	44	1948	41	DL	N353NW	1695	LGA	TPA	143	1010	16	39
2013	1	7	1639	-1	1838	3	WN	N952WN	372	LGA	STL	135	888	16	39
2013	1	7	1640	0	1810	-6	EV	N12552	4485	EWR	RDU	67	416	16	40
2013	1	7	1640	10	1952	-28	VX	N836VA	27	JFK	SFO	353	2586	16	40
2013	1	7	1641	-4	1838	-15	EV	N755EV	4997	EWR	DTW	94	488	16	41
2013	1	7	1641	-4	1840	-26	9E	N8688C	4027	EWR	CVG	92	569	16	41
2013	1	7	1643	-2	1846	-14	DL	N349NB	1473	LGA	MEM	135	963	16	43
2013	1	7	1645	10	1932	-13	WN	N279WN	891	EWR	HOU	210	1411	16	45
2013	1	7	1648	28	1937	23	UA	N439UA	559	EWR	MCO	138	937	16	48
2013	1	7	1648	-2	1811	-15	UA	N826UA	630	EWR	ORD	119	719	16	48
2013	1	7	1649	-1	1916	-20	UA	N476UA	733	EWR	LAS	300	2227	16	49
2013	1	7	1650	5	1940	-25	AA	N329AA	181	JFK	LAX	322	2475	16	50
2013	1	7	1650	-5	1942	-47	DL	N371NB	706	JFK	AUS	205	1521	16	50
2013	1	7	1650	-10	1829	12	US	N762US	2183	LGA	DCA	50	214	16	50
2013	1	7	1651	-9	1926	-29	AA	N3CJAA	257	JFK	LAS	302	2248	16	51
2013	1	7	1652	-8	1815	2	US	N947UW	2136	LGA	BOS	32	184	16	52
2013	1	7	1653	58	1926	40	UA	N73291	1550	EWR	LAS	307	2227	16	53
2013	1	7	1654	10	1841	-6	EV	N12567	4411	EWR	MEM	146	946	16	54
2013	1	7	1654	-6	1944	1	DL	N6714Q	1499	LGA	ATL	111	762	16	54
2013	1	7	1655	-5	1914	-21	DL	N309DE	2042	EWR	ATL	109	746	16	55
2013	1	7	1655	-5	1839	0	UA	N810UA	689	LGA	ORD	121	733	16	55
2013	1	7	1656	1	1935	-35	B6	N658JB	185	JFK	SAN	319	2446	16	56
2013	1	7	1657	27	1839	32	EV	N14993	4702	EWR	GSO	75	445	16	57
2013	1	7	1657	-3	2003	-33	DL	N718TW	127	JFK	LAX	328	2475	16	57
2013	1	7	1657	-3	2213	9	DL	N3771K	329	JFK	SJU	207	1598	16	57
2013	1	7	1658	-5	1821	11	EV	N14558	4373	EWR	DCA	40	199	16	58
2013	1	7	1658	-1	2005	-41	9E	N930XJ	3375	JFK	SAT	227	1587	16	58
2013	1	7	1658	-2	2000	-6	B6	N793JB	509	EWR	FLL	156	1065	16	58
2013	1	7	1658	-2	2017	-32	DL	N723TW	31	JFK	SFO	347	2586	16	58
2013	1	7	1658	-7	1838	-27	WN	N464WN	440	EWR	STL	133	872	16	58
2013	1	7	1659	9	1826	6	AA	N3ANAA	1790	JFK	BOS	33	187	16	59
2013	1	7	1700	0	1949	-1	AA	N5DNAA	575	JFK	EGE	247	1747	17	0
2013	1	7	1701	-5	1816	-18	B6	N566JB	36	JFK	ROC	52	264	17	1
2013	1	7	1703	8	1948	-27	B6	N608JB	359	JFK	BUR	327	2465	17	3
2013	1	7	1703	-2	1948	-22	AA	N4XEAA	1905	EWR	DFW	192	1372	17	3
2013	1	7	1704	-6	1845	-14	EV	N10575	4202	EWR	STL	134	872	17	4
2013	1	7	1705	-5	2014	-1	AA	N3AVAA	695	JFK	AUS	219	1521	17	5
2013	1	7	1705	6	1804	-18	UA	N403UA	531	EWR	BOS	36	200	17	5
2013	1	7	1706	-4	1800	-20	EV	N17984	4316	EWR	BWI	36	169	17	6
2013	1	7	1706	1	1956	-12	B6	N638JB	143	JFK	PBI	142	1028	17	6
2013	1	7	1707	-8	2012	-7	DL	N963DL	1585	LGA	MCO	140	950	17	7
2013	1	7	1708	33	1859	18	B6	N229JB	1085	JFK	CLT	80	541	17	8
2013	1	7	1711	-9	1903	-7	AA	N456AA	345	LGA	ORD	123	733	17	11
2013	1	7	1711	42	2019	14	UA	N14242	1078	EWR	SAT	227	1569	17	11
2013	1	7	1712	7	2027	12	UA	N17730	1259	LGA	IAH	216	1416	17	12
2013	1	7	1713	-2	2004	-36	DL	N3769L	503	JFK	SAN	313	2446	17	13
2013	1	7	1713	8	1836	6	MQ	N835MQ	4410	JFK	DCA	48	213	17	13
2013	1	7	1713	3	1907	-5	US	N565UW	894	LGA	CLT	81	544	17	13
2013	1	7	1714	-6	1921	16	MQ	N723MQ	4479	LGA	RDU	74	431	17	14
2013	1	7	1714	-5	1944	-1	UA	N563UA	509	LGA	DEN	231	1620	17	14
2013	1	7	1715	5	2028	-8	UA	N14120	1418	EWR	SFO	350	2565	17	15
2013	1	7	1716	-4	2052	19	DL	N335NW	1779	LGA	FLL	161	1076	17	16
2013	1	7	1718	-4	1840	-4	EV	N11551	4300	EWR	RIC	51	277	17	18
2013	1	7	1719	-1	2054	14	AA	N625AA	1999	EWR	MIA	155	1085	17	19
2013	1	7	1720	-5	1912	-21	EV	N16987	4301	EWR	CVG	95	569	17	20
2013	1	7	1721	1	1905	-10	AA	N3BBAA	1351	JFK	ORD	130	740	17	21
2013	1	7	1722	22	1852	12	MQ	N627MQ	4323	JFK	ORF	51	290	17	22
2013	1	7	1722	-3	1849	-6	MQ	N667MQ	4255	JFK	BNA	116	765	17	22
2013	1	7	1723	-7	2012	15	F9	N206FR	837	LGA	DEN	239	1620	17	23
2013	1	7	1724	16	2042	19	B6	N179JB	15	JFK	FLL	165	1069	17	24
2013	1	7	1724	-6	1859	-24	US	N655AW	449	EWR	CLT	76	529	17	24
2013	1	7	1725	-5	2000	-4	FL	N281AT	623	LGA	ATL	117	762	17	25
2013	1	7	1725	0	2019	2	UA	N14121	1109	EWR	MCO	145	937	17	25
2013	1	7	1726	1	2021	-19	AA	N3HBAA	145	JFK	SAN	326	2446	17	26
2013	1	7	1728	-1	2029	-17	DL	N3740C	1185	EWR	SLC	275	1969	17	28
2013	1	7	1728	33	2042	12	VX	N641VA	413	JFK	LAX	330	2475	17	28
2013	1	7	1728	3	2056	6	UA	N518UA	512	JFK	SFO	351	2586	17	28
2013	1	7	1728	3	2033	10	UA	N58101	1134	EWR	IAH	212	1400	17	28
2013	1	7	1729	-1	1936	0	EV	N12924	4382	EWR	DTW	87	488	17	29
2013	1	7	1729	-1	2056	-19	B6	N644JB	179	JFK	PHX	290	2153	17	29
2013	1	7	1730	1	2038	-11	AA	N356AA	543	JFK	MIA	149	1089	17	30
2013	1	7	1730	-4	1838	-16	B6	N655JB	74	JFK	BTV	44	266	17	30
2013	1	7	1731	4	2117	28	UA	N33286	1593	EWR	PDX	367	2434	17	31
2013	1	7	1732	2	1843	-12	WN	N474WN	216	EWR	MDW	113	711	17	32
2013	1	7	1734	-1	1900	-25	WN	N711HK	408	LGA	BNA	116	764	17	34
2013	1	7	1735	6	1900	-2	EV	N13124	4480	EWR	PIT	53	319	17	35
2013	1	7	1735	-10	2026	-29	AA	N3DYAA	785	LGA	DFW	192	1389	17	35
2013	1	7	1737	-8	2009	-11	MQ	N711MQ	4413	LGA	XNA	170	1147	17	37
2013	1	7	1738	3	1917	-5	B6	N216JB	1111	JFK	RDU	70	427	17	38
2013	1	7	1740	-5	2020	-22	B6	N645JB	547	EWR	PBI	144	1023	17	40
2013	1	7	1740	-5	1945	-8	DL	N911DL	2331	LGA	DTW	83	502	17	40
2013	1	7	1741	-4	2118	1	DL	N3754A	1394	JFK	PDX	365	2454	17	41
2013	1	7	1741	14	2109	31	UA	N402UA	738	EWR	SEA	357	2402	17	41
2013	1	7	1741	3	2036	5	UA	N87531	1637	EWR	TPA	144	997	17	41
2013	1	7	1750	-3	2057	-8	UA	N512UA	535	JFK	LAX	330	2475	17	50
2013	1	7	1752	7	2107	-13	AA	N324AA	177	JFK	SFO	344	2586	17	52
2013	1	7	1752	-8	1908	-2	WN	N270WN	808	EWR	BWI	38	169	17	52
2013	1	7	1752	-8	1906	-7	US	N721UW	2185	LGA	DCA	37	214	17	52
2013	1	7	1753	-7	1900	-13	US	N944UW	2138	LGA	BOS	33	184	17	53
2013	1	7	1755	0	2108	15	B6	N589JB	391	LGA	MCO	143	950	17	55
2013	1	7	1755	-5	2057	-17	B6	N556JB	989	JFK	FLL	158	1069	17	55
2013	1	7	1756	-4	2039	-4	DL	N642DL	1047	LGA	ATL	111	762	17	56
2013	1	7	1756	-9	1957	2	MQ	N516MQ	4626	LGA	CMH	73	479	17	56
2013	1	7	1757	-3	2037	-21	B6	N561JB	9	JFK	MCO	135	944	17	57
2013	1	7	1757	7	2046	-16	UA	N16709	1228	EWR	SAN	332	2425	17	57
2013	1	7	1800	0	2033	-31	UA	N26208	1221	EWR	DFW	191	1372	18	0
2013	1	7	1801	-9	2137	7	AA	N3FFAA	1611	LGA	MIA	160	1096	18	1
2013	1	7	1801	-9	2116	-26	B6	N507JB	173	JFK	SJC	345	2569	18	1
2013	1	7	1801	1	1933	-6	UA	N453UA	691	LGA	ORD	115	733	18	1
2013	1	7	1803	-7	1938	-7	MQ	N736MQ	4484	LGA	BNA	113	764	18	3
2013	1	7	1804	-11	1953	-39	EV	N752EV	5054	EWR	MSP	150	1008	18	4
2013	1	7	1804	-1	1943	8	WN	N428WN	389	LGA	MDW	114	725	18	4
2013	1	7	1804	4	1951	-15	US	N663AW	373	JFK	CLT	80	541	18	4
2013	1	7	1806	-1	2056	-32	B6	N708JB	217	JFK	LGB	323	2465	18	6
2013	1	7	1807	-3	2035	-31	UA	N25705	77	EWR	LAS	291	2227	18	7
2013	1	7	1807	-1	2111	5	UA	N78509	1269	EWR	PBI	144	1023	18	7
2013	1	7	1808	18	1918	10	B6	N178JB	1307	JFK	IAD	47	228	18	8
2013	1	7	1809	101	1911	96	EV	N33182	4588	EWR	MHT	38	209	18	9
2013	1	7	1810	-5	1921	-37	9E	N8896A	4019	JFK	RIC	47	288	18	10
2013	1	7	1810	-5	2034	8	DL	N333NW	2019	LGA	MSP	155	1020	18	10
2013	1	7	1810	12	1948	12	UA	N37281	1139	EWR	ORD	122	719	18	10
2013	1	7	1811	-4	2025	-25	DL	N310DE	926	EWR	ATL	114	746	18	11
2013	1	7	1811	91	2032	102	MQ	N725MQ	4540	LGA	DTW	88	502	18	11
2013	1	7	1811	3	1938	-11	UA	N24702	1053	EWR	CLE	65	404	18	11
2013	1	7	1812	-3	1945	-7	9E	N8847A	4277	JFK	ORF	51	290	18	12
2013	1	7	1814	4	2035	-2	9E	N915XJ	3542	JFK	MSP	164	1029	18	14
2013	1	7	1814	-1	2010	-27	9E	N904XJ	3424	JFK	DTW	88	509	18	14
2013	1	7	1815	-5	1958	-7	AA	N3ARAA	353	LGA	ORD	122	733	18	15
2013	1	7	1817	-8	1949	14	US	N712US	1860	LGA	PHL	46	96	18	17
2013	1	7	1820	-10	2007	-8	MQ	N523MQ	4674	LGA	CLE	64	419	18	20
2013	1	7	1821	-9	2024	-20	EV	N391CA	5203	EWR	DTW	88	488	18	21
2013	1	7	1821	1	2136	-14	AA	N3JUAA	119	EWR	LAX	327	2454	18	21
2013	1	7	1822	3	2130	-8	UA	N803UA	593	EWR	SNA	321	2434	18	22
2013	1	7	1824	9	1944	5	UA	N76514	1703	EWR	BOS	41	200	18	24
2013	1	7	1825	5	2042	-33	B6	N661JB	711	JFK	LAS	296	2248	18	25
2013	1	7	1826	11	2138	8	AS	N408AS	7	EWR	SEA	336	2402	18	26
2013	1	7	1826	-4	2143	-19	UA	N505UA	272	JFK	SFO	351	2586	18	26
2013	1	7	1826	16	2139	19	UA	N39450	1292	EWR	FLL	156	1065	18	26
2013	1	7	1827	62	2117	36	UA	N843UA	250	EWR	LAX	314	2454	18	27
2013	1	7	1828	-12	2036	-13	DL	N350NA	2131	LGA	DTW	86	502	18	28
2013	1	7	1828	1	2045	0	UA	N584UA	815	EWR	DEN	228	1605	18	28
2013	1	7	1830	-5	2124	-4	B6	N580JB	527	EWR	MCO	136	937	18	30
2013	1	7	1833	-2	2155	-17	DL	N3764D	1643	JFK	SEA	356	2422	18	33
2013	1	7	1833	4	2154	7	UA	N18223	1165	EWR	LAX	328	2454	18	33
2013	1	7	1834	-6	2006	-14	MQ	N526MQ	3730	EWR	ORD	115	719	18	34
2013	1	7	1834	-1	1944	-6	MQ	N606MQ	3944	JFK	BWI	37	184	18	34
2013	1	7	1835	35	1936	21	B6	N228JB	1016	JFK	BOS	42	187	18	35
2013	1	7	1836	-9	2018	-12	MQ	N719MQ	4517	LGA	CRW	70	444	18	36
2013	1	7	1841	-4	2134	-47	DL	N378NW	2190	JFK	MIA	156	1089	18	41
2013	1	7	1843	-2	2049	-48	9E	N933XJ	3369	JFK	MSY	170	1182	18	43
2013	1	7	1845	-5	2028	-22	AA	N455AA	2019	LGA	STL	135	888	18	45
2013	1	7	1846	16	2216	11	AA	N3JLAA	269	JFK	SEA	359	2422	18	46
2013	1	7	1846	0	2007	-12	B6	N239JB	130	JFK	BUF	59	301	18	46
2013	1	7	1848	-7	2045	-15	MQ	N513MQ	4649	LGA	MSP	150	1020	18	48
2013	1	7	1850	-5	2141	-29	DL	N370NW	2391	JFK	TPA	144	1005	18	50
2013	1	7	1850	-10	1957	-15	US	N959UW	2140	LGA	BOS	39	184	18	50
2013	1	7	1852	-8	2002	-16	EV	N830AS	5714	JFK	IAD	48	228	18	52
2013	1	7	1852	-8	2018	3	US	N722US	2187	LGA	DCA	48	214	18	52
2013	1	7	1853	-7	2029	-22	DL	N355NB	1255	LGA	PIT	55	335	18	53
2013	1	7	1853	-5	2035	-20	EV	N713EV	5038	LGA	BHM	121	866	18	53
2013	1	7	1854	-6	2026	-7	EV	N14904	5683	EWR	BNA	114	748	18	54
2013	1	7	1854	-6	2123	-11	FL	N983AT	645	LGA	ATL	111	762	18	54
2013	1	7	1856	1	2214	-24	B6	N517JB	91	JFK	OAK	345	2576	18	56
2013	1	7	1857	-7	2008	-18	EV	N12921	4131	EWR	RIC	48	277	18	57
2013	1	7	1858	3	2130	-12	DL	N186DN	951	JFK	ATL	110	760	18	58
2013	1	7	1859	-1	2219	-42	DL	N721TW	1465	JFK	SFO	354	2586	18	59
2013	1	7	1859	-1	2025	-15	UA	N418UA	954	EWR	ORD	116	719	18	59
2013	1	7	1900	61	2107	53	EV	N13202	4573	EWR	MCI	162	1092	19	0
2013	1	7	1900	-5	2133	-52	AA	N339AA	21	JFK	LAX	310	2475	19	0
2013	1	7	1901	1	2035	-22	9E	N902XJ	3368	JFK	PIT	65	340	19	1
2013	1	7	1901	11	2217	-23	VX	N635VA	29	JFK	SFO	353	2586	19	1
2013	1	7	1903	-2	2059	-14	EV	N14153	4543	EWR	DSM	156	1017	19	3
2013	1	7	1903	-2	2033	-7	WN	N419WN	981	LGA	MKE	114	738	19	3
2013	1	7	1906	-4	2048	-7	MQ	N853MQ	4569	LGA	RDU	70	431	19	6
2013	1	7	1908	-2	2209	-6	AA	N4WAAA	2075	EWR	DFW	198	1372	19	8
2013	1	7	1908	-2	2203	-28	B6	N649JB	87	JFK	SLC	277	1990	19	8
2013	1	7	1909	14	7	12	AA	N5DSAA	1613	JFK	SJU	198	1598	19	9
2013	1	7	1909	-6	2158	-14	B6	N634JB	155	JFK	MCO	134	944	19	9
2013	1	7	1911	-4	2130	-7	EV	N18102	4085	EWR	OMA	177	1134	19	11
2013	1	7	1911	-9	2042	-18	AA	N3ALAA	359	LGA	ORD	118	733	19	11
2013	1	7	1913	-2	2052	-19	9E	N605LR	3525	JFK	ORD	123	740	19	13
2013	1	7	1913	14	2222	-3	B6	N570JB	171	JFK	SMF	343	2521	19	13
2013	1	7	1914	29	2121	31	EV	N13955	4437	EWR	GRR	100	605	19	14
2013	1	7	1914	14	2216	30	DL	N6711M	947	LGA	ATL	124	762	19	14
2013	1	7	1917	-3	2212	-34	DL	N3750D	83	JFK	FLL	153	1069	19	17
2013	1	7	1918	-2	2041	-40	9E	N931XJ	3373	JFK	RDU	66	427	19	18
2013	1	7	1918	-7	2247	0	DL	N912DL	2139	LGA	MIA	154	1096	19	18
2013	1	7	1919	-1	2223	-52	DL	N388DA	1345	JFK	PHX	280	2153	19	19
2013	1	7	1921	-4	2235	6	DL	N996DL	1485	LGA	MCO	136	950	19	21
2013	1	7	1922	22	2222	-16	DL	N717TW	87	JFK	LAX	332	2475	19	22
2013	1	7	1923	-2	2155	-48	DL	N900PC	1729	JFK	LAS	309	2248	19	23
2013	1	7	1924	-6	2229	-14	DL	N945DL	1435	LGA	TPA	149	1010	19	24
2013	1	7	1924	-6	2302	15	DL	N327NB	1854	LGA	FLL	154	1076	19	24
2013	1	7	1924	-1	2039	-6	9E	N8976E	4127	JFK	IAD	49	228	19	24
2013	1	7	1924	34	2201	-11	DL	N377DA	2159	JFK	MCO	136	944	19	24
2013	1	7	1925	-3	2125	-4	EV	N15912	4532	EWR	CHS	100	628	19	25
2013	1	7	1926	-4	2114	-37	9E	N8577D	3798	JFK	CLT	81	541	19	26
2013	1	7	1927	-8	2216	-24	AA	N3GJAA	791	LGA	DFW	205	1389	19	27
2013	1	7	1927	178	2219	168	B6	N523JB	369	LGA	PBI	148	1035	19	27
2013	1	7	1928	8	2227	-31	DL	N3768	6	JFK	SLC	276	1990	19	28
2013	1	7	1929	-1	2152	-21	DL	N369NB	1715	LGA	MSY	171	1183	19	29
2013	1	7	1929	-7	2045	-11	EV	N826AS	5693	LGA	IAD	49	229	19	29
2013	1	7	1929	-6	2108	-37	9E	N8883E	3899	JFK	CLE	71	425	19	29
2013	1	7	1930	-5	2203	-17	EV	N11140	4204	EWR	OKC	193	1325	19	30
2013	1	7	1931	2	2146	-15	EV	N16112	4333	EWR	TUL	176	1215	19	31
2013	1	7	1934	-6	2223	-17	AA	N3FHAA	1787	JFK	TPA	149	1005	19	34
2013	1	7	1936	-4	2112	-13	MQ	N546MQ	3783	JFK	CMH	75	483	19	36
2013	1	7	1937	78	2041	69	EV	N12967	4520	EWR	PWM	44	284	19	37
2013	1	7	1937	-8	2159	-42	9E	N916XJ	3314	JFK	JAX	120	828	19	37
2013	1	7	1937	-3	2050	-10	WN	N446WN	633	EWR	MDW	113	711	19	37
2013	1	7	1939	-1	2037	-29	9E	N8674A	4091	JFK	BWI	39	184	19	39
2013	1	7	1939	4	2223	-10	UA	N27722	1416	EWR	IAH	201	1400	19	39
2013	1	7	1942	-1	2045	-8	EV	N14570	4312	EWR	DCA	38	199	19	42
2013	1	7	1942	-4	2144	-10	EV	N14542	4536	EWR	CVG	95	569	19	42
2013	1	7	1944	-11	2241	-29	AA	N3EMAA	1709	LGA	MIA	156	1096	19	44
2013	1	7	1946	21	2308	33	DL	N329NB	2370	LGA	PBI	146	1035	19	46
2013	1	7	1949	-11	2118	-21	UA	N436UA	695	LGA	ORD	118	733	19	49
2013	1	7	1950	5	2109	4	EV	N15973	4108	EWR	IAD	45	212	19	50
2013	1	7	1950	-10	2100	-14	US	N958UW	2142	LGA	BOS	38	184	19	50
2013	1	7	1953	-7	2231	-12	DL	N662DN	1147	LGA	ATL	111	762	19	53
2013	1	7	1953	3	2300	-35	B6	N646JB	645	JFK	SFO	340	2586	19	53
2013	1	7	1954	-11	2220	-10	9E	N839AY	4033	LGA	TYS	93	647	19	54
2013	1	7	1954	-6	2106	-11	US	N770UW	2189	LGA	DCA	42	214	19	54
2013	1	7	1955	-5	2111	-28	UA	N47414	1574	EWR	CLE	61	404	19	55
2013	1	7	1956	-4	2256	-16	B6	N648JB	801	JFK	FLL	149	1069	19	56
2013	1	7	1956	-4	2104	-39	DL	N340NB	402	JFK	BOS	35	187	19	56
2013	1	7	1956	-3	2129	-15	MQ	N828MQ	4423	JFK	RDU	72	427	19	56
2013	1	7	1958	-2	2205	-19	9E	N923XJ	3439	JFK	CVG	98	589	19	58
2013	1	7	1958	-2	2123	-24	9E	N934XJ	3320	JFK	BUF	55	301	19	58
2013	1	7	1958	-7	2239	-19	UA	N408UA	711	EWR	MCO	137	937	19	58
2013	1	7	1959	-1	2310	-15	VX	N621VA	415	JFK	LAX	323	2475	19	59
2013	1	7	2000	-5	2117	-16	EV	N13956	4224	EWR	MKE	117	725	20	0
2013	1	7	2000	0	2306	-12	UA	N455UA	890	EWR	MIA	160	1085	20	0
2013	1	7	2002	-3	2300	-11	UA	N815UA	983	EWR	TPA	150	997	20	2
2013	1	7	2007	71	2304	60	UA	N832UA	891	LGA	IAH	208	1416	20	7
2013	1	7	2013	-17	2150	-16	FL	N927AT	354	LGA	CAK	62	397	20	13
2013	1	7	2014	-1	2119	-11	AA	N3JRAA	1762	JFK	BOS	37	187	20	14
2013	1	7	2014	-6	2246	1	MQ	N9EAMQ	4662	LGA	ATL	110	762	20	14
2013	1	7	2018	74	2153	44	EV	N14143	4627	EWR	CLT	87	529	20	18
2013	1	7	2021	366	2332	368	B6	N789JB	377	LGA	FLL	153	1076	20	21
2013	1	7	2022	-3	2250	-39	UA	N555UA	771	JFK	LAX	309	2475	20	22
2013	1	7	2022	-7	2304	-33	UA	N24715	1225	EWR	PBI	146	1023	20	22
2013	1	7	2024	-5	2106	-34	9E	N833AY	3609	JFK	PHL	26	94	20	24
2013	1	7	2024	9	2209	-1	MQ	N737MQ	4555	LGA	CMH	76	479	20	24
2013	1	7	2025	-4	2238	5	EV	N14168	4348	EWR	MSP	161	1008	20	25
2013	1	7	2025	-5	2314	-18	B6	N625JB	21	JFK	TPA	147	1005	20	25
2013	1	7	2030	25	2230	26	EV	N13566	4133	EWR	GSP	95	594	20	30
2013	1	7	2031	1	2351	1	B6	N283JB	1069	JFK	AUS	221	1521	20	31
2013	1	7	2033	-2	2124	-18	EV	N14991	4695	EWR	MHT	35	209	20	33
2013	1	7	2033	-12	2134	-20	B6	N206JB	1178	EWR	BOS	45	200	20	33
2013	1	7	2034	-11	2200	-25	AA	N4WTAA	371	LGA	ORD	117	733	20	34
2013	1	7	2035	35	2203	26	EV	N19966	4106	EWR	GSO	73	445	20	35
2013	1	7	2037	2	134	8	UA	N75429	1071	EWR	BQN	202	1585	20	37
2013	1	7	2038	93	2352	77	UA	N73256	1462	EWR	SFO	350	2565	20	38
2013	1	7	2040	0	2334	-23	B6	N652JB	677	JFK	LAX	321	2475	20	40
2013	1	7	2042	-3	2138	-38	9E	N936XJ	3395	JFK	DCA	42	213	20	42
2013	1	7	2042	2	7	8	B6	N729JB	165	JFK	PDX	359	2454	20	42
2013	1	7	2042	-3	2247	-23	B6	N198JB	115	JFK	MSY	171	1182	20	42
2013	1	7	2043	1	2215	-16	EV	N14562	3833	EWR	STL	135	872	20	43
2013	1	7	2043	-7	2332	-10	B6	N637JB	1383	JFK	MCO	142	944	20	43
2013	1	7	2045	45	2142	41	EV	N19554	4309	EWR	ALB	28	143	20	45
2013	1	7	2047	157	2341	111	UA	N835UA	979	EWR	PHX	275	2133	20	47
2013	1	7	2048	-12	2204	-16	MQ	N502MQ	3744	EWR	ORD	114	719	20	48
2013	1	7	2052	82	2233	78	EV	N21197	3274	LGA	CLE	67	419	20	52
2013	1	7	2052	-8	2335	-14	B6	N504JB	399	LGA	MCO	140	950	20	52
2013	1	7	2052	-8	2237	-13	MQ	N0EGMQ	4584	LGA	CLT	80	544	20	52
2013	1	7	2052	-8	2226	-9	MQ	N734MQ	4507	LGA	RDU	70	431	20	52
2013	1	7	2052	-8	2205	-6	US	N762US	2191	LGA	DCA	46	214	20	52
2013	1	7	2053	66	2226	74	EV	N22909	4412	EWR	BUF	52	282	20	53
2013	1	7	2053	-2	2242	-8	MQ	N713MQ	4573	LGA	DTW	86	502	20	53
2013	1	7	2056	-4	2215	-10	WN	N265WN	530	LGA	MDW	113	725	20	56
2013	1	7	2056	-4	2201	-6	US	N947UW	2144	LGA	BOS	37	184	20	56
2013	1	7	2058	-2	2204	-8	EV	N17196	4119	EWR	RIC	49	277	20	58
2013	1	7	2058	-2	2350	-41	DL	N704X	2363	JFK	LAX	313	2475	20	58
2013	1	7	2100	0	2323	-9	EV	N16919	4644	EWR	JAX	123	820	21	0
2013	1	7	2105	-5	2352	-3	B6	N712JB	529	EWR	MCO	140	937	21	5
2013	1	7	2107	67	2301	53	EV	N11109	3822	EWR	TYS	97	631	21	7
2013	1	7	2115	35	2359	14	B6	N348JB	629	JFK	HOU	208	1428	21	15
