id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
6410;22;student;single;basic.6y;no;yes;no;cellular;oct;tue;1;999;0;nonexistent;-3.4;92.431;-26.9;0.728;5017.5;no
6411;38;admin.;married;university.degree;no;yes;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6412;40;admin.;married;basic.9y;no;yes;no;cellular;jul;thu;4;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
6413;45;blue-collar;married;basic.4y;unknown;no;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
6415;31;student;single;unknown;no;yes;no;cellular;aug;mon;3;18;3;failure;-1.7;94.027;-38.3;0.898;4991.6;yes
6417;41;blue-collar;married;basic.6y;unknown;no;yes;cellular;may;tue;3;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
6418;39;admin.;divorced;university.degree;no;no;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6419;47;housemaid;married;basic.9y;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
6420;33;services;single;high.school;no;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6421;41;blue-collar;married;basic.4y;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
6422;27;student;single;university.degree;no;yes;no;telephone;aug;wed;1;0;5;success;-1.7;94.027;-38.3;0.9;4991.6;no
6423;33;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6424;49;admin.;married;high.school;unknown;no;no;telephone;may;thu;5;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6425;51;services;married;high.school;unknown;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
6426;39;management;married;university.degree;no;yes;no;telephone;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
6427;32;admin.;single;university.degree;no;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6428;36;technician;married;university.degree;no;yes;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
6430;35;blue-collar;married;unknown;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6431;51;technician;divorced;professional.course;no;yes;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
6433;32;services;single;professional.course;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6434;41;technician;divorced;professional.course;no;yes;no;cellular;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6435;30;housemaid;married;high.school;unknown;yes;no;telephone;may;fri;13;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6436;38;technician;married;university.degree;no;yes;yes;cellular;dec;wed;1;999;0;nonexistent;-3;92.713;-33;0.721;5023.5;yes
6438;49;blue-collar;divorced;unknown;unknown;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
6439;34;admin.;single;high.school;no;yes;yes;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
6441;51;services;divorced;high.school;no;no;no;cellular;may;thu;1;999;2;failure;-1.8;92.893;-46.2;1.327;5099.1;no
6442;24;admin.;married;unknown;no;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6443;41;services;single;unknown;no;yes;no;cellular;may;thu;3;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
6444;35;admin.;married;university.degree;no;yes;no;cellular;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
6445;35;admin.;married;university.degree;no;yes;no;cellular;jul;mon;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6447;42;services;married;high.school;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
6449;47;services;married;professional.course;no;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
6452;50;admin.;married;university.degree;no;yes;no;cellular;nov;mon;1;3;1;success;-3.4;92.649;-30.1;0.714;5017.5;yes
6453;40;technician;married;university.degree;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
6456;33;blue-collar;single;basic.4y;no;yes;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
6457;35;self-employed;single;university.degree;no;no;no;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
6458;27;admin.;single;university.degree;unknown;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6459;36;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6460;28;services;married;unknown;no;no;yes;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
6461;45;technician;married;professional.course;unknown;yes;yes;cellular;aug;thu;5;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
6462;34;admin.;single;high.school;no;yes;no;cellular;jul;fri;5;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
6463;26;admin.;single;university.degree;no;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6464;38;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
6465;33;management;married;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
6467;32;blue-collar;divorced;basic.9y;no;no;no;telephone;jun;wed;11;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
6469;40;technician;married;basic.9y;unknown;yes;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6474;19;student;single;basic.9y;unknown;yes;no;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
6476;35;unemployed;divorced;basic.4y;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6477;31;services;married;high.school;no;no;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42;4.12;5195.8;no
6478;56;entrepreneur;married;basic.4y;unknown;yes;no;cellular;jul;thu;20;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
6479;33;technician;single;professional.course;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
6483;40;blue-collar;married;basic.6y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6484;42;blue-collar;married;basic.9y;no;yes;no;cellular;aug;fri;1;6;1;success;-1.7;94.027;-38.3;0.898;4991.6;yes
6486;38;blue-collar;married;basic.9y;no;no;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
6488;36;blue-collar;married;basic.9y;no;no;yes;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
6489;28;blue-collar;single;basic.9y;no;yes;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
6491;26;admin.;single;high.school;no;no;no;telephone;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
6492;58;technician;married;professional.course;unknown;no;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
6494;30;self-employed;single;university.degree;no;no;yes;telephone;jun;tue;6;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6495;46;blue-collar;married;basic.9y;unknown;no;no;telephone;may;thu;6;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6498;38;technician;married;professional.course;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6500;41;blue-collar;married;basic.6y;no;yes;yes;cellular;apr;tue;2;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;no
6502;26;housemaid;single;high.school;unknown;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6503;28;admin.;single;university.degree;no;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
6504;28;student;single;basic.9y;no;yes;no;cellular;mar;tue;1;999;0;nonexistent;-1.8;92.843;-50;1.799;5099.1;yes
6505;38;blue-collar;married;high.school;no;yes;yes;telephone;jun;mon;8;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
6506;54;admin.;married;professional.course;no;no;no;cellular;nov;tue;2;10;1;success;-1.1;94.767;-50.8;1.035;4963.6;yes
6507;51;blue-collar;married;basic.6y;no;yes;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.372;5099.1;no
6508;43;self-employed;single;university.degree;no;yes;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
6509;27;admin.;married;professional.course;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
6511;42;services;married;high.school;unknown;yes;yes;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6512;46;self-employed;married;university.degree;no;no;yes;cellular;jul;tue;12;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6513;50;admin.;married;high.school;unknown;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
6514;29;admin.;single;high.school;no;no;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6515;50;admin.;single;university.degree;no;yes;no;cellular;nov;tue;1;999;1;failure;-0.1;93.2;-42;4.153;5195.8;no
6516;43;entrepreneur;married;basic.4y;no;no;no;cellular;jul;mon;30;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
6517;36;admin.;married;university.degree;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6518;37;technician;married;basic.9y;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6519;33;admin.;single;basic.6y;unknown;yes;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
6520;33;technician;married;professional.course;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
6522;52;housemaid;married;basic.4y;no;yes;no;cellular;aug;wed;24;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6523;32;technician;married;professional.course;no;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
6524;35;technician;single;professional.course;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
6525;39;admin.;single;high.school;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6526;44;services;married;high.school;no;no;yes;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
6527;33;services;married;basic.9y;no;yes;no;cellular;may;thu;3;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
6529;38;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
6530;29;blue-collar;single;high.school;unknown;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
6531;41;admin.;single;university.degree;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
6532;28;management;single;university.degree;no;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6534;25;services;single;high.school;no;yes;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
6537;45;blue-collar;married;basic.6y;unknown;yes;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6538;39;management;married;basic.9y;no;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
6539;44;blue-collar;divorced;unknown;no;no;yes;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6540;39;unemployed;divorced;high.school;no;no;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
6541;54;technician;divorced;university.degree;no;yes;no;cellular;may;wed;2;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
6543;56;retired;married;basic.4y;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6544;33;technician;married;university.degree;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
6545;40;admin.;single;university.degree;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6547;50;admin.;married;university.degree;no;yes;no;cellular;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
6548;55;retired;single;high.school;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6550;44;admin.;divorced;high.school;no;no;no;telephone;jun;tue;4;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6551;43;technician;single;university.degree;no;yes;no;telephone;jun;mon;4;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
6552;31;services;married;basic.9y;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
6554;53;blue-collar;married;basic.6y;no;yes;no;cellular;jul;wed;19;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6555;35;blue-collar;married;unknown;no;no;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
6556;36;management;married;university.degree;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
6558;41;services;married;high.school;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6559;35;technician;single;professional.course;no;no;no;telephone;jun;wed;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
6560;30;technician;single;high.school;no;yes;yes;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
6561;38;admin.;married;high.school;no;yes;yes;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6562;58;blue-collar;married;professional.course;unknown;no;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
6563;31;services;single;high.school;no;no;no;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
6565;28;management;single;university.degree;no;yes;no;cellular;jun;thu;1;22;1;success;-1.7;94.055;-39.8;0.729;4991.6;yes
6567;23;student;single;unknown;no;no;no;cellular;jul;tue;1;999;2;failure;-1.7;94.215;-40.3;0.893;4991.6;yes
6568;50;self-employed;married;university.degree;no;yes;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;yes
6569;51;admin.;married;basic.9y;unknown;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
6570;33;admin.;married;high.school;no;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
6571;48;technician;divorced;professional.course;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6572;56;retired;married;basic.4y;no;no;no;cellular;dec;thu;4;999;0;nonexistent;-3;92.713;-33;0.714;5023.5;yes
6573;41;housemaid;divorced;university.degree;no;no;no;cellular;nov;wed;2;999;1;failure;-0.1;93.2;-42;4.12;5195.8;no
6574;32;management;married;university.degree;no;yes;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
6575;43;admin.;divorced;university.degree;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
6576;41;management;married;university.degree;no;no;no;cellular;nov;mon;2;7;3;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
6577;31;technician;married;professional.course;no;yes;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.498;5099.1;no
6578;49;technician;married;basic.9y;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;yes
6579;35;services;married;high.school;unknown;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
6580;37;admin.;single;high.school;no;yes;no;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
6581;25;blue-collar;single;basic.9y;no;unknown;unknown;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
6582;31;technician;single;high.school;no;yes;yes;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
6583;29;blue-collar;single;basic.9y;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
6584;28;admin.;single;high.school;no;yes;yes;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
6585;40;services;single;high.school;unknown;yes;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
6586;54;technician;married;university.degree;unknown;no;no;cellular;may;fri;5;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
6587;29;blue-collar;divorced;high.school;no;yes;no;cellular;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
6590;46;blue-collar;divorced;basic.9y;no;no;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
6591;33;services;married;university.degree;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6592;49;services;divorced;high.school;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
6594;32;unknown;single;high.school;no;yes;no;cellular;oct;fri;1;999;0;nonexistent;-3.4;92.431;-26.9;0.73;5017.5;no
6596;45;unemployed;divorced;basic.4y;no;no;yes;telephone;aug;wed;1;999;0;nonexistent;-2.9;92.201;-31.4;0.884;5076.2;no
6597;22;student;single;high.school;no;yes;yes;cellular;jun;thu;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;no
6600;53;entrepreneur;married;basic.9y;unknown;yes;no;cellular;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
6604;41;unemployed;married;high.school;no;yes;yes;cellular;sep;wed;1;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
6605;40;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
6606;48;blue-collar;married;basic.9y;no;no;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6607;41;unknown;single;unknown;unknown;yes;yes;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
6608;48;technician;married;professional.course;no;no;no;telephone;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6609;36;admin.;unknown;university.degree;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
6610;50;self-employed;divorced;university.degree;unknown;yes;no;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6611;27;management;single;university.degree;no;yes;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1;no
6612;47;entrepreneur;divorced;basic.9y;no;no;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
6614;42;admin.;married;professional.course;no;yes;no;telephone;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.245;5195.8;yes
6615;34;blue-collar;single;basic.9y;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
6616;65;retired;married;basic.4y;no;yes;no;telephone;oct;thu;4;999;0;nonexistent;-1.1;94.601;-49.5;0.965;4963.6;no
6617;33;services;married;high.school;no;yes;yes;cellular;may;wed;2;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
6618;30;technician;single;professional.course;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6619;45;technician;married;professional.course;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6621;43;blue-collar;married;basic.9y;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
6624;31;technician;married;professional.course;no;yes;yes;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6625;27;unemployed;single;university.degree;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6626;31;technician;single;professional.course;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6628;46;entrepreneur;married;professional.course;unknown;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6630;44;blue-collar;married;high.school;no;no;no;telephone;may;mon;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6633;45;blue-collar;single;high.school;no;no;no;cellular;nov;thu;1;999;1;failure;-0.1;93.2;-42;4.076;5195.8;no
6634;55;blue-collar;married;basic.4y;unknown;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6635;29;admin.;single;university.degree;no;no;no;cellular;apr;wed;1;999;1;failure;-1.8;93.075;-47.1;1.498;5099.1;no
6638;22;services;single;high.school;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
6639;44;management;married;basic.9y;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6640;56;retired;married;basic.4y;no;no;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
6641;35;admin.;single;basic.4y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6642;28;admin.;single;university.degree;no;yes;no;telephone;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6643;29;technician;married;professional.course;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
6644;45;technician;married;high.school;no;yes;yes;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
6645;46;blue-collar;married;basic.9y;unknown;yes;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6647;43;management;married;university.degree;no;unknown;unknown;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
6648;43;blue-collar;single;basic.9y;no;no;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6649;39;services;divorced;high.school;no;yes;no;telephone;jun;mon;5;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
6650;34;technician;married;high.school;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6652;45;services;married;basic.9y;no;yes;no;telephone;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6653;63;management;married;basic.4y;unknown;yes;no;cellular;nov;tue;4;999;2;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
6654;41;admin.;divorced;high.school;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
6655;54;management;married;university.degree;no;no;no;telephone;jun;mon;13;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
6656;36;technician;divorced;professional.course;no;unknown;unknown;cellular;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
6657;55;unknown;married;basic.4y;no;yes;no;cellular;jul;thu;7;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6659;32;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6660;44;management;married;university.degree;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6661;29;services;single;university.degree;no;no;no;cellular;aug;mon;1;6;1;success;-1.7;94.027;-38.3;0.904;4991.6;yes
6662;55;management;divorced;basic.6y;unknown;no;no;telephone;jul;wed;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
6663;38;blue-collar;divorced;unknown;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
6664;34;services;married;high.school;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
6665;59;housemaid;divorced;basic.4y;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
6666;41;admin.;married;high.school;no;yes;no;cellular;nov;tue;4;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
6667;53;technician;married;professional.course;no;no;no;cellular;sep;tue;1;999;1;failure;-3.4;92.379;-29.8;0.77;5017.5;no
6668;60;admin.;married;professional.course;no;yes;yes;cellular;sep;thu;1;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
6669;45;admin.;married;basic.9y;no;yes;no;telephone;jun;mon;2;999;0;nonexistent;-2.9;92.963;-40.8;1.215;5076.2;no
6673;44;technician;married;university.degree;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
6674;58;services;married;high.school;no;no;no;cellular;aug;fri;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
6676;41;blue-collar;married;basic.6y;unknown;yes;yes;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
6678;59;admin.;married;university.degree;no;no;yes;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
6679;36;blue-collar;married;basic.9y;unknown;no;yes;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
6681;49;admin.;married;university.degree;no;yes;yes;cellular;apr;tue;2;999;3;failure;-1.8;93.749;-34.6;0.644;5008.7;yes
6682;32;admin.;married;university.degree;no;yes;no;telephone;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
